,count,hate_speech,offensive_language,neither,class,tweet
2459,3,0,3,0,1,@AliciaDaniella8 them hoes was trash
2460,3,0,3,0,1,@AlissaWasHeree you trippin bitch &#128533;
2461,3,0,3,0,1,@AllEyesOnKIE &#128514;&#128514;&#128514; real rap fucked that bitch lay up for the day that's really disrespectful like bitch u couldn't feel the throw up coming&#128530;
2462,3,0,3,0,1,@AllFucksGiven_ like a hoe gettin dick all day and then tonight she gettin more
2463,3,0,3,0,1,"@AllieBruner Stop being mean, bitch! ))))))):"
2464,3,0,3,0,1,@AllieBruner is my main bitch.
2467,3,0,3,0,1,"@AlmightyVinny_ @TOnycranshaw22 @RichHomieMeezy ""the hoes be by my house"" , we be at tony spot mf"
2468,3,0,3,0,1,@Almighty_Woo he said he got you in workouts pussy!!!!!!
2469,3,0,2,1,1,@AlysiaRianH @cambreezy_ don't call my buddy Cambron retarded man smh. Thats rude.
2470,3,0,3,0,1,@AmPowerBlog but can we all at least agree that you whining like a little bitch because someone threw your phone is absolutely hilarious?
2471,3,1,2,0,1,"@AmPowerBlog haha, says the little bitch who let someone take his phone. A real man wouldn't have let that happen. A little bitch would."
2472,3,1,2,0,1,"@AmPowerBlog so a man who is a pussy and a coward overpowered you and easily took what was yours? You are clearly much less than a man, then"
2473,3,0,3,0,1,@AmPowerBlog your incessant whining (like a worthless little bitch) is the funniest thing that has happened all weekend. You are not a man.
2474,3,1,2,0,1,@AmandaBynes yea that always looks nice.all the monkey faced women a see around Santa Monica. Looks better than natural beauty. #don'tBeDumb
2476,3,0,3,0,1,@AmandaShow__ bet that some good pussy!!!
2480,6,1,5,0,1,@AmericaAnti You're dismissed bitch. Not in the mood for fucktards this morning. #Blocked @Darknight420
2481,3,0,2,1,1,@AmericanMirror @Praedor The Cop was bitch slapped by this wanna B st. thug. And he got what TM got Dead See you don't slap cops they R law
2484,3,0,3,0,1,@American_Pye bitch would rather fuck a poster? damn... thats cold.
2485,3,0,3,0,1,@AmirEldouh @jwheels3 Ali is a hoe for that
2486,3,0,2,1,1,@Amizzyy_ Lol that hoe did numbers
2487,3,0,3,0,1,"@Amor_Anjel right , Come then what ? Wait another 9 months ? Naaaawwwww &#9995; I could be pimpin these hoes lol"
2490,3,1,2,0,1,@AnastasiaPacana Iheinz201 stfu! she thinks your ugly and hard to look at! get the fuck out of chat faggot before i block you Oct 30th 1am
2492,3,0,3,0,1,@Andreaa_olvera prego bitch
2493,3,1,2,0,1,@Andreaa_olvera shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe
2494,3,0,3,0,1,@Andreaa_olvera smd bitch
2496,3,0,2,1,1,@AndrewJBurns1 I would but I got dat new monopoly wit da cards.ill hold it up n see if a hoe will let a nigga swipe on credit
2498,3,0,2,1,1,@AndyHerren @AarynElizaGries cry baby bitch
2500,3,0,3,0,1,"@Anellesofia I didnt call you a bitch, I just saiddd bitch. #Jeesh"
2501,3,0,3,0,1,@Anellesofia for some spook shit
2502,3,1,2,0,1,@Angllee2500 ain't nobody offending u fuckin peckerwoods I despise of a no good white ungrateful honkey
2505,3,0,3,0,1,@Anita_Farid @Angjly LMAO &#128514;. The side ho gets all the real action anyways .
2506,3,0,2,1,1,"@AnnaComan2 she was the principle for a ghetto elementary school, I doubt it. But fingers crossed&#128527;"
2509,3,1,2,0,1,@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?
2513,3,0,3,0,1,@AnthonyCumia just don't bitch when your power goes out like last time
2514,3,0,3,0,1,@AnthonyCumia pussy
2515,3,0,3,0,1,@AntiHeroKo bitch FOH
2518,3,0,3,0,1,@ApevonTarskin WHAT? Smdh another bitch
2519,3,0,3,0,1,@ApevonTarskin fuck u ugly ass bitch
2520,3,1,2,0,1,@AppleciderPapi @OGBEARD @godIevel nah u just a fag
2521,3,1,2,0,1,@Aram2432 @Marco_Spatula who invited this fag?
2522,3,0,3,0,1,@Aram2432 I have class nig
2525,3,0,3,0,1,"@Arctic_Nation yeah, these bitches aint shit tho"
2526,3,0,3,0,1,@Are_Ohh_Bee bitch see you then then bitch. And good luck to you.
2527,3,0,3,0,1,"@Are_Ohh_Bee bitch you up and joined the fucking army and those of us around this bitch was like ""where the fuck rob go to the fuckin army?"""
2528,3,0,3,0,1,@Ari_Tweetz lol na bitches like crazy if the D good &#128064;
2529,3,0,3,0,1,@ArianaGrande this bitch @cumwiththewind
2531,3,1,2,0,1,@AriesTheOG cut a bitch
2533,3,0,3,0,1,@ArlisDoNotChill @ChiefKeef3OO wheres my bitch wit my sammich then?
2534,3,0,3,0,1,@ArtaleGaspare bitch i got the flameeee
2535,3,1,2,0,1,@ArtbyLecardin @Amy0813Amy @Deeiiggee until the world sees 2 faggot jungle bunnies are fucking and one got pregnant
2536,3,0,3,0,1,@ArtbyLecardin @Deeiiggee @Amy0813Amy &#128529; and on that note I'm out dis bitch
2537,3,0,3,0,1,@Articulate_Aura bitches don't know if they wanna play basketball or look sexy bro
2538,3,0,3,0,1,@Articulate_Aura bro you know I can't not comment on stupid shit like that..bitch Instagram a heart attack on a plate
2540,3,0,3,0,1,@AsapTwelvyy bruh bruh that bitch ain't loyal !
2541,3,1,2,0,1,@AsapTwelvyy hoes.
2542,3,0,3,0,1,@Ashlynohma wtf I DMd you bitch
2544,3,1,2,0,1,@AsvpRvchel @kittty_jpg @nosfiend215 nah im forreal both of yall pussies smell like some dried up crusty fish guts
2545,3,0,3,0,1,@AsvpRvchel @kittty_jpg nah that bitch stank
2547,3,1,2,0,1,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 fuck u bitch
2548,3,0,3,0,1,@AudelDavid_24 RT @ElleSzczepanski: These hoes ain't loyal @Bjames055
2551,3,0,3,0,1,@AustinBurge44 pussy ass schedule
2554,3,1,2,0,1,@AustinG1135 go to sleep faggot!
2555,3,1,2,0,1,@AustinG1135 your the one keeping me up faggot!
2556,3,0,3,0,1,@AustinZ18 &#128514;&#128514;&#128514;&#128514;&#128514; i can not wait to see this fucking cunt. Her ass is mine.&#128548;&#128548;&#128548;&#128548;
2559,3,0,2,1,1,@AutyAut_ bitch add me
2560,3,0,3,0,1,"@AveryCash @DallyJackson @Coal_Daddy @THaRock10 @YouTube ""I could have died"".. ""I called my mom a bitch"" lmao"
2561,3,0,3,0,1,@AwiLL_2RECKLESS bruh did go out like a bitch thoe lol that should not be his final match
2562,3,0,3,0,1,@AwiLL_2RECKLESS lmao omm you see the bitch tryna act like she ain't feel it ahaha
2563,3,0,2,1,1,@AwiLL_2RECKLESS lol his matches from the early 90's when he was IC champion the bitches really would go ham
2564,3,0,3,0,1,"@Awint94 so ppl are pissed off basically saying if we have to suffer, you will too. Tourching tht bitch"
2565,3,1,2,0,1,@AwwYeahMaddie you're our bitch though
2566,3,0,3,0,1,@AyDontJudgeMe Just come stop in this bitch cause im bout to get off
2567,3,0,3,0,1,@AyMrCarter niggas be on pussy shit
2568,3,0,3,0,1,@Aydren cause you're a sexy bitch
2571,3,0,3,0,1,@AyyMartt bitch where you been
2572,3,0,3,0,1,@BAMitsjustMARY no I bitch and moan not tears!!!
2573,3,1,2,0,1,@BB16ZachRance @ArianaGrande oh&gt;&gt;&gt;&gt;&gt; so that's the bald bitch&lt;&lt;&lt;&lt;&lt;&lt;&lt;
2574,3,0,3,0,1,@BBCandice @dorothy5334 @JoyGrenade if u cant talk without talking about ur cunt mama im thru talking
2576,3,0,3,0,1,@BG_RAMBOE man shut yo bord ass up ! Want some hoes ? Cdfu stay fuckjng wid me on here mann
2578,3,0,3,0,1,@BH_Dragons he's fucking trash
2579,3,1,2,0,1,@BIackiechan @TheUncurvable @ToneDaGawd @CurtDatNigga lmfaoooo that's some fag shit man.
2580,3,0,3,0,1,"@BLHolla Me, too! :-D Dick and pussy is too precious to give up and be ruined by some bullshit that was done to me."
2581,3,0,3,0,1,@BLUE_yupp finger my throbbing pussy slowly as i cum on ur face
2582,3,0,2,1,1,@BMS_ThadCastle this account is so incredibly retarded.
2584,3,1,2,0,1,@BOSSBITCHDAPHNE yours a dyke&#128514;
2585,3,0,3,0,1,@BRIdifferent bishhhhhh waasup where this bitch up
2586,3,0,3,0,1,"@BRIdifferent good dnt be a sucker for these sad mad bitches,"
2587,3,0,3,0,1,@BUKPSYCHODRAMA just followed me. On Vice Lord dats rns. I been listening to this nigga since 'Magic.' Almighty on you hoes!
2588,3,0,3,0,1,@BUNNYDaHONEY &lt;= got all the hoes
2589,3,0,3,0,1,@B_McC10ud that's meant toward my dads gf shes a bitch dude
2591,3,1,2,0,1,@B_Stewart9 quit bein a little bitch B
2592,3,0,3,0,1,@BabyxShad hoes twerking heavy to that
2594,3,0,3,0,1,@Badassjae fuck no my school boring and ghetto
2595,3,0,3,0,1,@Badbitch_Amen @JoeAnoaiReigns I put this bitch to shame&#128514;&#128514;
2596,3,0,3,0,1,@BakariT bitch what?
2597,3,0,3,0,1,@BallBagSteve hoe b4 bros..smh.
2598,6,0,6,0,1,@BallOut057 I'm otp bitch hold on
2600,3,0,3,0,1,@BallardTheG_ get this nigguh of this streets
2601,3,0,3,0,1,@Bam_N_DeyMouth grindin cuzz thats all shit dont stop wats good witcha thou bitch you been mia too
2602,3,0,3,0,1,@Bam_N_DeyMouth you already know ima keep it trilla...Happy Bday lha bitch i love yu nigga!
2603,3,0,3,0,1,@BangxBroz right in the pussy
2605,3,1,2,0,1,@BarackObama @MichelleObama omfg you elitist bitch no one cares what you think! go fuck yourselves are you in china anyway?
2607,3,0,3,0,1,"@BarackObama glad you brought that kid home, but he fucked up and should face the UCMJ. don't care about Taliban pussies really."
2609,3,0,3,0,1,@BarackObama make weed legal you pussy you know you smoke that shit
2610,3,1,2,0,1,@BarbaraF321 @ThirtyBirdy wow and there are white people and there are crackers. Guess which one u are.
2611,3,0,3,0,1,@BarbieNixon a moment of silence for the bitch who changes her name everyday ..:-)
2613,3,1,2,0,1,@Barbod6FCB Am not gonna shut shit up bitch but u can get yo punk ass out there hoe ass nigga
2614,3,0,3,0,1,"@Barbod6FCB oh really and that's word where u be at then I wanna see what bout then, I don't wanna hear what u gonna do I want see it bitch"
2615,3,0,3,0,1,@Barbod6FCB. U lame then a bitch get the fuck with that gay shit
2616,3,1,2,0,1,@Barbod6FCB. Wigga wigga wigga wigga wigga
2617,3,0,3,0,1,"@BarnabyEdwards @Bsilverstrim77 ""Dear Daily Mail, you misogynist pile of twats!"" https://t.co/rUYeOnusSt"
2618,6,2,4,0,1,@BarneyFranken @jennykutner @Salon salon is is chuck full of butthurt liberal retards
2619,3,1,2,0,1,"@BasedBoy_Bob nigga said ""I woke up in a bed fulla bitches that I ain't een fuckin"" but idc his shit bout to be 10x harder"
2620,3,1,2,0,1,@Based_Saiyan my grandpa has better comebacks and he's dead you faggot go outside and let go of your little ass dick for a minute
2622,3,1,2,0,1,@BeaMiller dumb bitch stfu
2623,3,0,3,0,1,@BeanRozay im Tokyo but I get higher than a jet. Killing these dog ass hoes had to send em to the vet! Produced by @TNKTheMonstah
2624,3,0,3,0,1,@BeattyJustin @KYOppCoalition And just what is that bitch gonna do for women?
2626,3,0,3,0,1,@BeattyJustin @KYOppCoalition Obama's bitch!
2627,3,0,3,0,1,@Beautifulcallen nigger lol thts offensive .....lol and my xmas was iite had a couple of drinks so i was fine ninja xmas ...lol
2630,3,0,3,0,1,@BeenBasedB do this nigga think he mick foley ?
2631,3,0,3,0,1,@BeenSlimm I just don't want one these new bitches that morphed in to a super playa because she see how the world is
2632,3,0,3,0,1,@BekySawyer boats and hoes
2633,3,0,3,0,1,@Belbert11 @BuhrowAustin well looks like I'll be buying you two a big bitch box of Busch NA &#128129;
2634,3,1,2,0,1,@BengyBenFrank niggah follow me back &#128529;
2635,3,0,3,0,1,@Benny_Balboa lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe...EVER
2636,3,0,3,0,1,@Benny_Balboa not to yall thou! Yalll fucking glad bag trash
2637,3,1,2,0,1,@Benny_Balboa tell that boy he a hoe i just called him
2638,3,1,2,0,1,@Benny_Balboa yall fucking trash boyy!!! #gladbagflow
2639,3,0,3,0,1,@BetoDavidThomas @JesseCanon bitch my mom didn't call you
2640,3,0,3,0,1,@BetoDavidThomas @JesseCanon lmfaooo oh well fuck that bitch
2643,3,0,3,0,1,@Beyond_Fatal my bitch bruhhh !!!
2646,3,1,2,0,1,@BigD757 too bad hes a faggot
2647,3,0,3,0,1,@BigDaddySniper you far asf too nigguh
2648,3,0,3,0,1,@BigLovemusic Bruh that won't happen cuz I can see that big bitch or it before it strikes.
2650,3,1,2,0,1,@BigQuinn_Liam @RJ_Diego11 did you get your volcano yet faggot
2651,3,0,3,0,1,@BigRed2OTS she prolly got some bomb pussy too. Lol I hope haha
2652,3,0,3,0,1,@Big_Jim777 bitch
2654,3,0,3,0,1,@BigfineHorseee she gone eat that bitch
2656,3,0,3,0,1,"@BillPeriman @Po_st 
I bet he would have gone ape shit and killed them all if they attacked Muslims."
2657,3,0,3,0,1,"@BillPeriman @offgridsurvival what the holy fucking hell is going on at the EPA, those over-zealous cunts, I can't wait for 2016"
2659,3,0,3,0,1,"@BillPeriman Send all the fucking muzzies home, now doj come and get me motherfuckers"
2660,3,0,3,0,1,@BillRatchet @VottomanEmpire place pussy on stache let pussy take ride
2662,3,0,3,0,1,@Billythathird @Dimi_Artale aye were da fawking ginzos of fawking queens and fawking nassau
2664,3,0,3,0,1,@BirdieB420 lets record a song bitch right nowb
2665,3,0,3,0,1,@BitchImFancy lol so retarded
2666,3,0,3,0,1,@BitchImaStunna @VeshaaCouture lmao bitch shut up
2667,3,0,3,0,1,@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit
2668,3,0,3,0,1,@Bitcheslovestar The only one of Mary's friends I like so you other bitches don't exist &#128514;&#128514;&#128564;&#128564;&#128564;&#128564;&#128164;&#9995;&#9996;&#65039;
2669,3,0,3,0,1,@BitchsLoveMosa do these bitches really love Mosa though #MosaGang http://t.co/0g1J8Bibpl
2672,3,0,3,0,1,"@Bitterchick 
Dat means get the fuck out hoe I be thinkin"
2673,3,0,3,0,1,"@Bitterchick @hellobaphomet 
Y'all be some crazy white bitches. I wants to lay down wit you bowf."
2674,3,0,3,0,1,"@BittyTang not sure. I think most women have self hate therfore collectively ""women are bitches"" becomes their campaign and men follow"
2675,3,0,3,0,1,@BittyTang yes. Why protest about sexism then go right home and beg for a guy to beat your pussy up? Im lost at times
2676,3,0,2,1,1,@BjwalkinRIVERS bro that hoe live
2677,3,1,2,0,1,@BlaccLaBelle_ &#9786;&#65039;nice Avi lil nigger
2680,3,0,3,0,1,"@BlackManUSA You're killin' me man! &lt;3 Not all conservatives are racists, just like not all NBP hate honkies."
2681,3,0,3,0,1,"@Black_Angelo25 chill cuz you'll regret it bro, your hitting that hoe rn why quit?"
2683,3,0,3,0,1,"@BlackberryTroll Blah. If people are determined to think of you as a condescending bitch, it's their loss."
2685,3,0,3,0,1,"@Blackman38Tide Ha bitch, I'm pickin' up beach babes left n right on the West Coast http://t.co/lDXNpohLyD"
2689,3,0,3,0,1,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!
2691,3,0,2,1,1,@BlakeAnderson21@dalton_ryann @justinmiculka01 bitch got the crew hype an still got her ass beat tonight should have brought him to us
2692,6,1,5,0,1,"@BlakkHoodie_562 always eatin good wit my niggah, and good lookin on the cd my boy got some heat now i can bump some bangers"
2693,3,1,2,0,1,@BlakkHoodie_562 fosho my niggah il be over there just been real busy lately
2694,3,0,3,0,1,"@BlakkHoodie_562 yeah that niggah played good, lowkey i wanted brazil to win"
2695,3,0,3,0,1,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....
2696,3,0,3,0,1,@BloggerBoxing @Studhardt22 the Jacob and Joshua picks have been very similar. As the love for faggot Ruslan as well #2accountsGate
2699,3,0,3,0,1,@BloodOfJupiter yeah...bitch!
2700,3,1,2,0,1,@Blue_DreamMN @ExpectoMichaela seriously.. After that first conversation on your status he fb messaged me calling me a fag lololol
2702,3,0,3,0,1,@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket fuck off bitch.
2703,3,1,2,0,1,"@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket ur weird, racist bitch."
2704,3,1,2,0,1,@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.
2705,3,0,3,0,1,@BobbyRosee Let the hoes tell it man..
2707,3,0,3,0,1,@BodyByMalone Lesson 12 don't pass out at before 12 like a lil bitch
2708,3,0,3,0,1,@Bojieasx slap a taco in thT hoe face &#128514;&#128514;&#128514;&#9996;&#65039;&#128080;&#128074;&#128175;&#128536;&#128584;&#128129;
2710,3,0,3,0,1,"@Bombfantasyyy @Angela_Mastr lmao angela you look like a damn potato bitch, keep talkin"
2714,3,0,3,0,1,@Boobah_ awnser the phone pussy
2717,3,0,3,0,1,@Borgore pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy
2718,3,0,3,0,1,@BosleyXavier I trip on acid not bitches.
2721,3,1,2,0,1,@Bossman_Carl lmaooo naw nigga imma stay right in your mentions hoe
2722,3,0,3,0,1,@Bossman_Carl nigga I didn't have no change.yall some hoes for Tryna shoot know y'all can't shoot
2723,3,0,3,0,1,@Bossman_Carl wake your ass up hoe
2724,3,1,2,0,1,@BraXXXedelic fight that shit say you're on free lunch and they must have the game fucked up cause you're colored like the rest of them
2725,3,0,2,1,1,@BradMich4Real thats shit gon be the death of these hoes...ion like it...
2726,3,0,2,1,1,@BrandNewAndrew lmaooo roosters is hot trash bro u know it
2727,3,0,3,0,1,@Brandi_Nicolee get that degree first bitch
2728,3,0,3,0,1,@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.
2729,3,0,3,0,1,@BranninWGL describing New Pussy like a Baltimore Love Thing out this bitch.
2730,3,0,3,0,1,@BraveConWarrior She is a bitch ! This mess is all BO's fault! ALL OF IT!
2732,3,0,3,0,1,@BreadTruckkBri I know I was playing that hoe start on the 20 tho
2734,3,1,2,0,1,@BreesInDaCut you got some hoes here yet?
2735,3,0,3,0,1,@BreezyPetey at least he went up and wasn't a bitch
2738,3,0,3,0,1,@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(
2739,3,0,3,0,1,@BrendaGisselCA that you got hoes damn
2740,3,0,3,0,1,@BrendaGisselCA then what the hell are the perks of being your hoe? This is some bullshit
2741,3,0,3,0,1,@BrendanSchaub @TimTebow ugh your with Tebow? You're officially a fag now and in followed.
2744,3,0,3,0,1,@BretVonDehl @com_lowery Can I beat this bitch up?? Seriously....what a bitch
2745,3,1,2,0,1,"@BretVonDehl Damn you bitch you never answer me anymore... LMAO JK ILY! Anyway glad of your first show, be safe when going to the next one"
2746,3,0,3,0,1,@BretVonDehl YOUNOW is a fucking bitch... Shit load of hate on there when I did my first broadcast
2752,6,0,6,0,1,@Briscoefunnyguy @_KaeeJones I gotta see that hoe in person cause I'm sleeping on that hoe for now
2753,3,0,3,0,1,@Briscoefunnyguy @_KaeeJones da fuck that hoe look sad
2754,3,0,3,0,1,@Briscoefunnyguy lol he still a lil bitch
2756,3,0,3,0,1,"@BroadwayMensa hoes not women, like to be the center of attention"
2757,3,1,2,0,1,"@BrocktonBitch 
We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass"
2758,3,1,2,0,1,@BrodyWayneLyles these kids are pussies. We got a white trash kid &amp; a ThugNasty wanna be up in here &#128514;
2759,3,0,3,0,1,@BrotherDiabeats take your queer ass dubstep out of here
2760,3,0,2,1,1,"@Brutal_Brandy We had a Pacer in the 70s &amp; I 'member loving when ""Hair of the Dog"" came on the quadraphonic stereo so I could say ""bitch""lol"
2761,3,0,3,0,1,@BryanBalsamo lmao u ain't a savage &#128514;&#128514; these hoes for everybody
2764,3,0,3,0,1,@Buckm00se @DaRealAlexInLA I didn't spoil anything &amp; you should have been watched it nigger nig nog
2769,3,0,3,0,1,@Buckm00se all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass
2771,3,0,3,0,1,@Buckm00se post the bid where you tell that nig to use the jab
2773,3,0,3,0,1,"@Buffalodave1 @BretVonDehl @AlexFoxx13 @brandonkilexxx @JCCharles8 @TylerGloyd Wait,wait,wait, The new one or the EP?Son of a bitch Lucky ;)"
2774,3,1,2,0,1,@Bullskickass I've decided that #BullsNation are retarded. #love
2777,3,0,3,0,1,@Buy_Mortimer @WiigJosh @iowa51005 @TC_live2014 @todd_calfee Hookers are always complimentary-who wants to be with a bitch?
2779,3,0,3,0,1,@C0MMONLY @scorpiogans93 @EcliptiK pussies
2788,9,2,6,1,1,"@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden"
2789,9,0,9,0,1,"@CDNBallJunkie Spurs bitch that's the team, you dont want no problems"
2791,3,1,2,0,1,"@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!"
2792,3,0,3,0,1,@CHILDISHCUDl @CheefPolo bitch mind your business
2793,3,0,3,0,1,@CMBGaming11 @BeechHD oh you mean like how you started to be a cunt to JP about something that has nothing to do with you?
2794,3,0,3,0,1,@CM_UTLR your man looks terrified in that picture. Do you beat him? Or just treat him like a regular bitch?
2797,3,0,3,0,1,"@COK3COKE Now, mfa don't wanna spend a dime wit em. Prolly out here yelling money over bitches."
2798,3,0,3,0,1,@CR4ZYF0RU I just really miss you and I know we can drink it off and talk about all of our problems like basic bitches
2799,3,1,2,0,1,@CRYaboutitNIGGA waddup doe Lil nicca
2800,3,0,3,0,1,@CSNChicago Punk ass bitch. #BullsTalk
2801,3,0,3,0,1,@CSVNDY i wanna be that white nigga chillin in my mini cooper just throwin money at bitches
2802,3,0,3,0,1,@CSalazar_04 press start bitch &#128529;
2803,3,1,2,0,1,@C_janacek07 @Nick_504_ a fucking verse from Don trip bitch stop assuming shit
2804,3,0,3,0,1,@CabHotties who ever said this is so dumb. My moms a cop &amp; ill have her track you down for being a lil bitch. Kay bye(:
2805,3,0,3,0,1,@CaelanG15 that nigga was eating that hoe lol
2806,3,0,3,0,1,@Caliqueeen14 you da realest bitch out here Amber
2807,3,0,3,0,1,@CallME__Jetson hoe ass nigga. &#128529;
2808,3,0,3,0,1,@CallMeBuffy sockin bitches in they mouf
2809,3,1,2,0,1,@CallMeDaishaa ghetto ass Pocahontas .
2810,6,1,5,0,1,@CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit
2811,3,0,3,0,1,@CallMeRenee_ @lilmenifee__ wussup bitch
2812,3,0,3,0,1,@CallMeRenee_ bitch im too mad im finna throw this bitch outside
2813,3,0,3,0,1,@CallMeRenee_ bitch u 1
2814,3,0,3,0,1,@CallMeRenee_ bitch u bs how fck yah &#9996;&#65039;&#128553;&#128514;&#128514;&#128080;&#128079;&#128526;&#128129;
2815,3,1,2,0,1,@CallMeRenee_ dam bitch
2816,6,0,5,1,1,@CallMeRenee_ wussup bitch
2817,3,0,3,0,1,"@CallNeeshCakey &#128514; das new bae , my bitch bad or naw lmao"
2818,3,0,3,0,1,@CallNeeshCakey &#128514;&#128514; bitches aint shit
2819,3,0,3,0,1,@CallNeeshCakey I can't bitch
2820,3,0,3,0,1,@CallNeeshCakey bitch I know stfu &#128514;
2823,3,0,3,0,1,@CallNeeshCakey to lay up w my bitch
2824,3,0,3,0,1,@CallNeeshCakey umm bitch hello I was not alive so I clearly DOBT have it
2826,3,1,2,0,1,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"
2828,3,0,3,0,1,@CandiElissa @twitRless_kb @ElissaReillyS @HelenKimFitz76 elissa is such a fake cunt
2830,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh all hoes singing it too
2831,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh damn that hoe just came out but look at how many hoes said his shit jamming on my shit
2832,6,0,6,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaooo I wanted them hoes she was suppose to hold em
2833,6,0,6,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaooo niggas ain't but hoes is I think I'm winning
2834,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaoooo Beiber get these hoes wet big bro I'm Tryna tell you
2835,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh me either but if the bitch like put on that Beyonc&#233; nigga ain't gone hesitate
2836,6,0,6,0,1,@CapoDaAssHole @Alejandro_Bihhh whatever turn them hoes on z-Ro ain't gone get the bitch wet
2837,6,1,5,0,1,@CapoDaAssHole I fuck with Takeoff nigga get on the bitch and just snap
2838,3,0,3,0,1,@CapoDaAssHole lol that hoe for 5yr old
2839,6,0,5,1,1,@CapoDaAssHole naw where can I see that hoe at
2840,3,0,3,0,1,@CapoDaAssHole wiz had a warrant like a bitch
2841,3,0,3,0,1,@CapoDaAssHole yea he coming back him big rod doing something for that hoe
2842,3,0,3,0,1,@CaptElliott NFN you bitch to much.
2843,9,2,7,0,1,"@CarelessOne92 I'm not Hollywood at all my nig, u brought me to twitter n bounced"
2844,3,1,2,0,1,@CarelessOne92 a young nigga turned into Mr. CATCHMEIFYOUCAN....I'm in da field my nig #WEDAOPPS #FUKEMWEBALL
2845,6,1,5,0,1,"@CarelessOne92 he a real nigga tho, that bitch know her place"
2846,3,0,3,0,1,"@CarelessOne92 weeknd dont save hoes b, idunno bout Drake"
2847,6,0,6,0,1,"@CarelessOne92 weeknd make muzik for the hoes b, im tryna meet these women he be talkin bout"
2849,3,0,3,0,1,"@CarlaFinch What can I say, Im a stubborn son of a bitch."
2851,3,1,2,0,1,@Caroline_Poe bitch im 17? And i didnt follow you..? Hahaha
2852,3,0,3,0,1,@Caroline_Poe haha i dont remember following you but ok? Get your pannies out of of bunch cunt
2854,3,0,2,1,1,@Cashhaddict Damn i wanted to buy that bitch that shit was tough
2855,3,0,3,0,1,@CassiusClay_232 I know bro nigga seen a 7'1 African playing Guard and was handling the hoe
2856,6,0,6,0,1,@CassiusClay_232 Lebron brought the bitch down to his knees chill
2857,3,0,3,0,1,@CassiusClay_232 who all in that hoe
2859,3,1,2,0,1,@CayMarieee bitch
2860,3,0,3,0,1,@CayMarieee bitch I'm not coming no more you said your making plans !
2861,3,0,3,0,1,@CayMarieee bitch I'm talm bout at like 10 &#9995;&#128514;
2862,3,0,3,0,1,@CayMarieee bitch ion got no attitude &#9995;&#128514;&#128557; sorry hoe I'm shaded Rn
2863,3,0,3,0,1,@CayMarieee bitch you NOT either bye &#128514;
2864,3,0,3,0,1,@CayMarieee bitch you still subtweets but not replying though &#128514;&#128557;&#128524;
2865,3,0,3,0,1,@CayMarieee oh bitch but you couldn't answer mine when I needed a paccage delivered to your house ! So Fucc off &#128514;&#128557;
2866,3,0,3,0,1,@CayMarieee omg bitch go to sleep it was JUST a coincidence huh ? &#9995;&#128514;
2868,3,0,3,0,1,"@CdashRay ""she's wearing the same shirt, what a bitch."""
2870,3,1,2,0,1,@CeeNCrumpets self low down black bitch?
2871,3,0,2,1,1,@CeeRoss negro please...I got a job now lmao
2872,4,0,4,0,1,@CeeRoss shoulda told her yeah if I can take you home for pussy lol
2873,3,0,3,0,1,@Cee_Murda94 bitch bye you can't get it
2874,3,0,3,0,1,@Cee_Murda94 bitch is you drunk or nah
2875,3,0,3,0,1,@Cee_Murda94 it's almost ya fucking birthday. So act right niglet
2878,3,0,3,0,1,@Ceelos_ho3 @fvtboy @jaimescudi_ @AngelSoSwavey_ would I be a bitch if I said yea but never told you where I stay at?
